id;tipo_cuenta_ca_pesos;tipo_cuenta_ca_dolar;tipo_cuenta_cc_pesos;sexocodi;estcivil;edad;plataforma_emp_um;usa_plataforma_u3m;ingr_prom_u6m;capita;grupo_cliente;subgrupo;relacion;fum;segmento_sueldos;segmento_bancas;es_capita;tiene_i_cbesa;tiene_i_cs;tiene_i_pr_hip;tiene_i_pr_pers;tiene_i_prep;tiene_i_se_patr;tiene_i_visa;tiene_i_tj_soc;tiene_e_ac_cc;tiene_e_fact;saldo_computo_sist_fci;tiene_e_liq_com;tiene_i_seg_vida;tiene_e_tc_agro;tiene_e_tc_corpo;tiene_e_tc_flota;saldo_computo_sist_2;saldo_computo_sist_ca_p;saldo_computo_cj;cross_empr;cross_ind;saldo_computo_sist_cc_p;saldo_computo_sist_cc_mb;transferencia_recibida;extraccion;cobro;transferencia_enviada;operatoria;pago;acreditacion;deposito;rescate;suscripcion;levantamiento;credito_acreditacion_haberes;credito_pago_bonificacion_por_promocion;credito_pago_programa_social;debito_transferencia_enviada_homebanking;credito_transferencia_recibida_simple;credito_transferencia_recibida_homebanking;debito_transferencia_enviada_atm_no_propio;credito_pago_cheque_pago_diferido;debito_operatoria_int._sldo_deudor;credito_transferencia_recibida_modo;debito_cobro_deuda_bancor;credito_rescate_titulos_fci;debito_cobro_locacion_caja_de_seguridad;credito_transferencia_recibida_ach;debito_extraccion_back_office_por_cierre_de_cuenta;debito_cobro_plazo_fijo;credito_pago_prestamo;debito_cobro_transporte;credito_pago_plazo_fijo;debito_transferencia_enviada_otras;credito_transferencia_recibida_atm;credito_deposito_atm_propio;debito_operatoria_resumen;credito_transferencia_recibida_debin;credito_pago_honorarios;credito_pago_fondo_compensador;credito_deposito_atm_no_propio;credito_operatoria_impuesto;debito_transferencia_enviada_ach;debito_transferencia_enviada_debin;debito_cobro_compras_en_el_exterior;credito_transferencia_recibida_credin;debito_pago_atm_no_propio;debito_transferencia_enviada_modo;credito_pago_titulos_fci;debito_transferencia_enviada_cuenta_vinculada;credito_operatoria_intereses;credito_deposito_intersucursal;credito_pago_liquidacion_caja_jubilaciones;credito_levantamiento__embargo;debito_operatoria_impuesto;debito_cobro_otros_servicios;credito_operatoria_ajuste;debito_operatoria_intereses;debito_operatoria_adelanto_de_haberes;credito_pago_seguro_desempleo;debito_cobro_tarjeta_credito;credito_transferencia_recibida_proveedor;credito_pago_liquidacion_comercio;credito_operatoria_cancelacion_adel_hab;debito_cobro_agencia_loteria;debito_cobro_compras;debito_cobro_prestamo;debito_extraccion_atm_propio;credito_deposito_cheque;debito_extraccion_efectivo;debito_transferencia_enviada_simple;debito_operatoria_custodia;debito_cobro_seguros;debito_transferencia_enviada_ipj;debito_extraccion_atm_no_propio;debito_operatoria_ajuste;debito_operatoria_mantenimiento;debito_suscripcion_titulos_fci;debito_operatoria_comision;credito_deposito_en_efectivo;credito_acreditacion_plan_social;debito_cobro_titulos_fci;debito_cobro_liquidacion_a_comercio;debito_cobro_cheque;credito_transferencia_recibida_mep;debito_operatoria_gastos;debito_cobro_embargo;
1397;Caja Ahorro Comun;;;M;Soltero/a;46;0;NO;117896;NO;I5;Monotributista;TIT;20240416;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4204.62;0,00;0,00;1,00;0,00;0,00;;;;;1,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1398;;;;M;Soltero/a;46;0;NO;2000;NO;I8;Publico General;TIT;20170704;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1399;Cuenta Sueldo;;;M;Soltero/a;47;0;NO;140345;NO;I8;Publico General;TIT;20221220;SUELDO PRIVADOS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;25080.77;0,00;0,00;1,00;0,00;0,00;;;;;1,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400;;;;M;Soltero/a;46;0;NO;5000;NO;I8;Publico General;TIT;20160729;SUELDO PRIVADOS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11.67;0,00;0,00;1,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401;Cuenta Sueldo;;Adelanto de Haberes;M;Soltero/a;51;0;SI;1175998;PROPIA;I4;Sueldo;TIT;20241130;SUELDO PRIVADOS;SUELDO PRIVADOS;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1543333.33;148196.83;0,00;1,00;5,00;0,00;0,00;3,00;2,00;8,00;10,00;9,00;6,00;3,00;1,00;;;;1314378.31;;;1603000,00;;59000,00;;;;;;;;;;1000000,00;;;2006095.88;;;182000,00;;;;;;;48849.76;;;;;;;;16.01;;;;2426.56;;;83.64;101.2;;594723.93;;;101.2;;44079,00;257130.81;20000,00;;;;;;;;;10900,00;;;;;;;;;;;
1402;;;;M;Soltero/a;46;0;NO;5000;NO;I6;Con producto  Social;TIT;20200908;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0.19;0,00;0,00;1,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1403;;;;M;Soltero/a;46;0;NO;117896;NO;I5;Monotributista;TIT;20241112;OTROS;OTROS;0;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1404;;;;M;Soltero/a;46;0;NO;10000;NO;I8;Publico General;TIT;0;OTROS;OTROS;0;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1405;SUAF Anses;;;M;Soltero/a;46;0;NO;10000;NO;I6;Con producto  Social;TIT;20240112;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;28333.39;0,00;0,00;1,00;0,00;0,00;;;;;1,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1406;Cuenta Sueldo;;;M;Soltero/a;46;0;NO;46390;NO;I8;Publico General;TIT;20230814;SUELDO PRIVADOS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1654.56;0,00;0,00;2,00;0,00;103.3;;;;;1,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1407;;;;M;Soltero/a;46;0;NO;5000;NO;I6;Con producto  Social;TIT;20220318;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0.26;0,00;0,00;1,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1408;Caja Ahorro Comun;;;M;Soltero/a;46;0;NO;5000;NO;I8;Publico General;TIT;20230725;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;14871.69;0,00;0,00;1,00;0,00;0,00;;;;;1,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1409;Caja Ahorro Comun;;;M;Soltero/a;46;0;SI;5000;NO;I6;Con producto  Social;TIT;20241125;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5263.71;0,00;0,00;1,00;0,00;0,00;;;;;2,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1410;;;;M;Soltero/a;46;0;NO;9800;NO;I8;Publico General;TIT;0;OTROS;OTROS;0;0,00;0,00;0,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1411;Plan Primer paso;;;M;Soltero/a;46;0;NO;5000;NO;I8;Publico General;TIT;20240110;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;146600.3;0,00;0,00;1,00;0,00;0,00;;;;;1,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1412;Caja Ahorro Comun;;;M;Soltero/a;46;0;NO;5000;NO;I6;Con producto  Social;TIT;20241127;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11947.66;0,00;0,00;1,00;0,00;0,00;13,00;19,00;17,00;2,00;1,00;;1,00;;;;;;;;5153.5;;4000,00;;;;;;;;;;;;;;;5153.5;;;;;;;;;;;188200,00;;;;;1.2;;;;;;;;;;;;;;;72542.5;;125000,00;;;;;;;;;;;;;5141.7;;;;;;;
1413;;;;M;Soltero/a;46;0;SI;6100;NO;I8;Publico General;TIT;20241128;OTROS;OTROS;0;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;39.34;0,00;0,00;2,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1414;Acreditacion Admin Publica / Otra;;;M;Soltero/a;46;0;NO;5000;NO;I8;Publico General;TIT;20220211;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0.48;0,00;0,00;1,00;0,00;0,00;;;;;2,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00;;;;;;;;;;;;;;;;;;;;;;;;0.01;;;;;;;;;
1415;Caja Ahorro Jubilado Provincia;;;M;Soltero/a;46;0;NO;387138;PROPIA;I4;Sueldo;TIT;20241129;JUBILADOS PROVINCIA;JUBILADOS PROVINCIA;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;665149.98;0,00;1,00;4,00;0,00;0,00;;3,00;;;1,00;;2,00;;;;;445860.48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26.83;;;;;;;;;;;;;;;;;110000,00;;;;;;;;;;;;;;;;;;;;
1416;Acreditacion Admin Publica / Otra;;;M;Soltero/a;46;0;SI;666373;NO;I5;Monotributista;TIT;20241107;SUELDO ADM PUBL RESTO;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;194.21;0,00;0,00;1,00;0,00;0,00;3,00;2,00;;2,00;3,00;;;;;;;;;;168776.1;;268230,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.49;;;;37.8;;;;;;;;;;;;;100000,00;;;;;;;;;;;180,00;;;;;;;;;
1417;Caja Ahorro Comun;;;M;Soltero/a;46;0;SI;117896;NO;I5;Monotributista;TIT;20241127;OTROS;OTROS;0;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;225.88;0,00;0,00;2,00;0,00;0,00;2,00;;2,00;1,00;3,00;;;;;;;;;;;;185000,00;;;;;;;;;;;;;;;;;185000,00;;;;;;;330,00;;;;;;;1.46;;;;;;184999.83;;;;184999.83;;;;;;;;;;;;;;;;;;;;;;;;;;;
1418;;;;M;Soltero/a;46;0;SI;5000;NO;I8;Publico General;TIT;20241126;OTROS;OTROS;0;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1419;Acreditacion Admin Publica / Otra;Bancor Dolar;Adelanto de Haberes;M;Soltero/a;46;0;SI;1472087;PROPIA;I4;Sueldo;TIT;20241130;SUELDO ADM PUBL RESTO;SUELDO ADM PUBL RESTO;1;1,00;0,00;0,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;569292.76;0,00;0,00;6,00;0,00;0,00;17,00;11,00;46,00;32,00;13,00;;2,00;;;;;1580015.45;;;1949200,00;;2329850,00;;;2704.97;;;;;;;;;;;;;;;;;;;;;806000,00;1.99;42500,00;;;;;57.33;;;;3868.04;;18246.99;;310120,00;;280718.13;;;310120,00;;480188.68;;356000,00;;;;;;;;;12000,00;;;;;;;;;;;
1420;;;;M;Soltero/a;46;0;NO;5000;NO;I6;Con producto  Social;TIT;20241114;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1421;Caja Ahorro Comun;;;M;Casado/a;46;0;SI;448520;NO;I5;Monotributista;TIT;20241114;OTROS;OTROS;0;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9976.33;0,00;0,00;2,00;0,00;0,00;1,00;;1,00;;1,00;;;;;;;;;;;;250000,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.05;;;;;;;;;;246625,00;;;;;;;;;;;;;;;;;;;;;;;;;;;
1422;;;;M;Soltero/a;46;0;NO;117896;NO;I5;Monotributista;TIT;20190226;OTROS;OTROS;0;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;42.06;0,00;0,00;2,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1423;;;;M;Soltero/a;46;0;NO;5000;NO;I8;Publico General;TIT;20241118;OTROS;OTROS;0;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1424;Cuenta Sueldo;;;M;Soltero/a;46;0;NO;5000;NO;I8;Publico General;TIT;20200218;SUELDO PRIVADOS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;78.91;0,00;0,00;1,00;0,00;0,00;;;;;1,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1425;Plan Primer paso;;;M;Soltero/a;46;0;NO;5000;NO;I8;Publico General;TIT;20230425;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;93.55;0,00;0,00;1,00;0,00;0,00;;;;;1,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1426;Acreditacion Admin Publica / Otra;;;M;Soltero/a;46;0;SI;235445;PROPIA;I4;Sueldo;TIT;20241129;SUELDO ADM PUBL M4;SUELDO ADM PUBL M4;1;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1397358.98;0,00;0,00;1,00;0,00;0,00;25,00;1,00;4,00;;1,00;;2,00;;;;;306943.12;;;;;287000,00;;;;;;;;;;;;;;;;;;;;;;;;;;150000,00;;;;;85.03;;;;;;;;;;;;;;;574198.03;;50000,00;;;;;;;;;;;;;;;;;;;;
1427;Caja Ahorro Sueldo Sucursal;Bancor Dolar;;M;Conviviente;46;0;SI;34590551;NO;I4;Sueldo;TIT;20241129;SUELDO PRIVADOS;SUELDO PRIVADOS;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;15743664,00;0,00;1,00;0,00;0,00;0,00;0,00;353223.7;0,00;2,00;7,00;0,00;0.89;;3,00;21,00;17,00;14,00;4,00;;;2,00;1,00;;;;;7826865.17;;;;;;;;1216368.53;;;;;;;;;;;;;;;;;144368,00;415160,00;;;;;86095385.51;;38.21;;;;19844.4;;;;;;306068.79;;;;;296521.54;;40000,00;;;;4975.29;5495,00;;90000,00;;26000,00;77000000,00;63521.83;;;6990.53;;;;;;
1428;Acreditacion Admin Publica / Otra;;;M;Soltero/a;46;0;NO;5000;NO;I8;Publico General;TIT;20231006;SUELDO ADM PUBL RESTO;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;162.9;0,00;0,00;1,00;0,00;0,00;;;;;1,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1429;;;;M;Soltero/a;46;0;NO;358816;NO;I5;Monotributista;ADI;0;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1430;Caja Ahorro Comun;;;M;Soltero/a;47;0;NO;500;NO;I6;Con producto  Social;TIT;20241114;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;731.77;0,00;0,00;2,00;0,00;0,00;;;;;1,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1431;;;;M;Soltero/a;46;0;NO;5000;NO;I6;Con producto  Social;TIT;20200901;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0.14;0,00;0,00;1,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1432;Fondo Desempleo;;;M;Soltero/a;36;0;NO;10000;NO;I8;Publico General;TIT;20170103;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11274.48;0,00;0,00;1,00;0,00;0,00;;;;;1,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;344.78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1433;Caja Ahorro Comun;;;M;Soltero/a;37;0;NO;5000;NO;I8;Publico General;TIT;20220914;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;65.12;0,00;0,00;1,00;0,00;0,00;;;;;1,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1434;Caja Ahorro Comun;;;M;Soltero/a;36;0;SI;5000;NO;I8;Publico General;TIT;20241104;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2952.88;0,00;0,00;1,00;0,00;0,00;2,00;;1,00;;4,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1707.96;6000,00;;;;;0.15;;;;1012.84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1435;;;;M;Soltero/a;37;0;NO;5000;NO;I8;Publico General;TIT;20240206;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13.43;0,00;0,00;1,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1436;Caja Ahorro Sueldo Sucursal;;;M;Soltero/a;36;0;SI;857249;PROPIA;I4;Sueldo;TIT;20241129;SUELDO PRIVADOS;SUELDO PRIVADOS;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;38573.18;0,00;1,00;4,00;0,00;0,00;1,00;;15,00;14,00;3,00;;1,00;;;;;957803.03;;;20000,00;;5000,00;;;;;;;;;;;;;;;;;;;;;;;;259400,00;;;;25850,00;;;3.91;;;;2289,00;;;;;;373978,00;;;;;262733.7;;;;;;;8193.59;;;;10900,00;;;;;;;;;;;
1437;Caja Ahorro Comun;;;M;Soltero/a;36;0;NO;5000;NO;I8;Publico General;TIT;20240429;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;487.66;0,00;0,00;1,00;0,00;0,00;;;;;1,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1438;Cuenta de la Seguridad Social;;;M;Soltero/a;36;0;NO;5000;NO;I8;Publico General;TIT;20230427;JUBILADOS ANSES;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;310.37;0,00;0,00;1,00;0,00;0,00;;;;;1,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1439;Acreditacion Admin Publica / Otra;;Adelanto de Haberes;M;Soltero/a;36;0;SI;971654;PROPIA;I4;Sueldo;TIT;20241130;SUELDO ADM PUBL M4;SUELDO ADM PUBL M4;1;1,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;9.7;0,00;1,00;6,00;0,00;103.18;;;14,00;1,00;7,00;;1,00;;;;;1042931.62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;312100,00;;;;;;;1.78;;;;7886.2;;;13653.34;214520.54;;252073.71;;;214520.54;;;235289.86;;;;;;;;;;23900,00;;;;;;;;;;;
1440;;;;M;Soltero/a;36;0;NO;5000;NO;I8;Publico General;TIT;20220225;SUELDO PRIVADOS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;21.97;0,00;0,00;1,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1441;Servicio Penitenciario;;;M;Soltero/a;44;0;NO;124440;NO;I8;Publico General;TIT;20240906;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1410361.46;0,00;0,00;1,00;0,00;0,00;;;;;1,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;119.77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1442;;;;M;Soltero/a;36;0;NO;5000;NO;I6;Con producto  Social;TIT;20210514;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;19.43;0,00;0,00;1,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1443;Cuenta Sueldo;;Adelanto de Haberes;M;Soltero/a;35;0;SI;985559;PROPIA;I4;Sueldo;TIT;20241130;SUELDO PRIVADOS;SUELDO PRIVADOS;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;93935.53;0,00;0,00;5,00;0,00;0,00;3,00;;1,00;14,00;14,00;1,00;7,00;;;;;1545602.24;;;519695,00;;211195,00;;;;;;;;;;;200000,00;;;;;;500000,00;;;;;;;874397,00;;;;;;;2.15;;;;3003.43;;;3402.06;139346.49;;;;;139346.49;;;130376.79;;;;;;;;;;10900,00;;;;;;;;;;;
